# min,max
0.000000000000000000e+00,5.000000000000000000e+02
0.000000000000000000e+00,7.060000000000000000e+02
0.000000000000000000e+00,9.700000000000000000e+01
0.000000000000000000e+00,7.500000000000000000e+01
