-7.061942610544534593e-02,2.119413303983336619e-02
-1.205081476456374562e-01,2.112568463232982960e-02
-3.507932442564932196e-01,8.893131748861414151e-03
-2.496107843579306873e-01,2.331966079222235616e-02
-2.319378396305891432e-01,1.748684129019430211e-02
-2.319490260518862756e-01,1.408930967998187761e-02
-3.290868593801047903e-01,1.511515263612079295e-02
-1.642510799417876699e-01,1.391743297574103179e-02
-4.630405466292700917e-02,1.334524549541500973e-02
9.266957609697840104e-02,1.972943104803197290e-02
-1.612019883758115668e-01,1.654752811770249590e-02
-3.992340182055177378e-01,1.728538794313338317e-02
-3.288264845843894002e-01,1.939473021040681242e-02
-5.729544076186588591e-02,1.991539547782713790e-02
4.131936010348490063e-02,1.560352330859256058e-02
-1.516900516265292168e-02,1.858892715206539314e-02
-1.588622741726572751e-01,1.509916512277464234e-02
9.573098906827188365e-03,1.836411451169422601e-02
